"id","kabupaten","code","name","state_id/id"
"state_city.res_state_city67","True","res_state_city67","Kabupaten Kepulauan Seribu","state_city.res_country_state7"
"state_city.res_state_city68","True","res_state_city68","Kabupaten Boalemo","state_city.res_country_state8"
"state_city.res_state_city69","True","res_state_city69","Kabupaten Pohuwato","state_city.res_country_state8"
"state_city.res_state_city70","True","res_state_city70","Kabupaten Gorontalo Utara","state_city.res_country_state8"
"state_city.res_state_city71","True","res_state_city71","Kabupaten Gorontalo","state_city.res_country_state8"
"state_city.res_state_city72","True","res_state_city72","Kabupaten Bone Bolango","state_city.res_country_state8"
"state_city.res_state_city73","False","res_state_city73","Kota Gorontalo","state_city.res_country_state8"
"state_city.res_state_city74","True","res_state_city74","Kabupaten Tebo","state_city.res_country_state9"
"state_city.res_state_city75","True","res_state_city75","Kabupaten Tanjung Jabung Barat","state_city.res_country_state9"
"state_city.res_state_city76","True","res_state_city76","Kabupaten Merangin","state_city.res_country_state9"
"state_city.res_state_city77","False","res_state_city77","Kota Jambi","state_city.res_country_state9"
"state_city.res_state_city78","True","res_state_city78","Kabupaten Bungo","state_city.res_country_state9"
"state_city.res_state_city79","False","res_state_city79","Kota Sungaipenuh","state_city.res_country_state9"
"state_city.res_state_city80","True","res_state_city80","Kabupaten Muaro Jambi","state_city.res_country_state9"
"state_city.res_state_city81","True","res_state_city81","Kabupaten Kerinci","state_city.res_country_state9"
"state_city.res_state_city82","True","res_state_city82","Kabupaten Sarolangun","state_city.res_country_state9"
"state_city.res_state_city83","True","res_state_city83","Kabupaten Tanjung Jabung Timur","state_city.res_country_state9"
"state_city.res_state_city84","True","res_state_city84","Kabupaten Batanghari","state_city.res_country_state9"
"state_city.res_state_city85","True","res_state_city85","Kabupaten Indramayu","state_city.res_country_state10"
"state_city.res_state_city86","True","res_state_city86","Kabupaten Cirebon","state_city.res_country_state10"
"state_city.res_state_city87","True","res_state_city87","Kabupaten Cianjur","state_city.res_country_state10"
"state_city.res_state_city88","True","res_state_city88","Kabupaten Sukabumi","state_city.res_country_state10"
"state_city.res_state_city89","False","res_state_city89","Kota Sukabumi","state_city.res_country_state10"
"state_city.res_state_city90","True","res_state_city90","Kabupaten Purwakarta","state_city.res_country_state10"
"state_city.res_state_city91","True","res_state_city91","Kabupaten Garut","state_city.res_country_state10"
"state_city.res_state_city92","True","res_state_city92","Kabupaten Sumedang","state_city.res_country_state10"
"state_city.res_state_city93","False","res_state_city93","Kota Bandung","state_city.res_country_state10"
"state_city.res_state_city94","True","res_state_city94","Kabupaten Karawang","state_city.res_country_state10"
"state_city.res_state_city95","True","res_state_city95","Kabupaten Bogor","state_city.res_country_state10"
"state_city.res_state_city96","False","res_state_city96","Kota Tasikmalaya","state_city.res_country_state10"
"state_city.res_state_city97","True","res_state_city97","Kabupaten Bekasi","state_city.res_country_state10"
"state_city.res_state_city98","True","res_state_city98","Kabupaten Tasikmalaya","state_city.res_country_state10"
"state_city.res_state_city99","False","res_state_city99","Kota Depok","state_city.res_country_state10"
"state_city.res_state_city100","True","res_state_city100","Kabupaten Subang","state_city.res_country_state10"
"state_city.res_state_city101","False","res_state_city101","Kota Bogor","state_city.res_country_state10"
"state_city.res_state_city102","True","res_state_city102","Kabupaten Ciamis","state_city.res_country_state10"
"state_city.res_state_city103","True","res_state_city103","Kabupaten Majalengka","state_city.res_country_state10"
"state_city.res_state_city104","True","res_state_city104","Kabupaten Kuningan","state_city.res_country_state10"
"state_city.res_state_city105","True","res_state_city105","Kabupaten Bandung","state_city.res_country_state10"
"state_city.res_state_city106","True","res_state_city106","Kabupaten Bandung Barat","state_city.res_country_state10"
"state_city.res_state_city107","True","res_state_city107","Kabupaten Pangandaran","state_city.res_country_state10"
"state_city.res_state_city108","False","res_state_city108","Kota Bekasi","state_city.res_country_state10"
"state_city.res_state_city109","False","res_state_city109","Kota Banjar","state_city.res_country_state10"
"state_city.res_state_city110","False","res_state_city110","Kota Cirebon","state_city.res_country_state10"
"state_city.res_state_city111","False","res_state_city111","Kota Cimahi","state_city.res_country_state10"
"state_city.res_state_city112","True","res_state_city112","Kabupaten Wonogiri","state_city.res_country_state11"
"state_city.res_state_city113","True","res_state_city113","Kabupaten Batang","state_city.res_country_state11"
"state_city.res_state_city114","True","res_state_city114","Kabupaten Wonosobo","state_city.res_country_state11"
"state_city.res_state_city115","True","res_state_city115","Kabupaten Boyolali","state_city.res_country_state11"
"state_city.res_state_city116","True","res_state_city116","Kabupaten Klaten","state_city.res_country_state11"
"state_city.res_state_city117","True","res_state_city117","Kabupaten Demak","state_city.res_country_state11"
"state_city.res_state_city118","True","res_state_city118","Kabupaten Pekalongan","state_city.res_country_state11"
"state_city.res_state_city119","True","res_state_city119","Kabupaten Temanggung","state_city.res_country_state11"
"state_city.res_state_city120","True","res_state_city120","Kabupaten Grobogan","state_city.res_country_state11"
"state_city.res_state_city121","True","res_state_city121","Kabupaten Pati","state_city.res_country_state11"
"state_city.res_state_city122","True","res_state_city122","Kabupaten Magelang","state_city.res_country_state11"
"state_city.res_state_city123","True","res_state_city123","Kabupaten Sukoharjo","state_city.res_country_state11"
"state_city.res_state_city124","True","res_state_city124","Kabupaten Kendal","state_city.res_country_state11"
"state_city.res_state_city125","True","res_state_city125","Kabupaten Jepara","state_city.res_country_state11"
"state_city.res_state_city126","True","res_state_city126","Kabupaten Pemalang","state_city.res_country_state11"
"state_city.res_state_city127","True","res_state_city127","Kabupaten Tegal","state_city.res_country_state11"
"state_city.res_state_city128","True","res_state_city128","Kabupaten Banyumas","state_city.res_country_state11"
"state_city.res_state_city129","True","res_state_city129","Kabupaten Banjarnegara","state_city.res_country_state11"
"state_city.res_state_city130","True","res_state_city130","Kabupaten Brebes","state_city.res_country_state11"
"state_city.res_state_city131","True","res_state_city131","Kabupaten Cilacap","state_city.res_country_state11"
"state_city.res_state_city132","True","res_state_city132","Kabupaten Semarang","state_city.res_country_state11"
"state_city.res_state_city133","True","res_state_city133","Kabupaten Kudus","state_city.res_country_state11"
"state_city.res_state_city134","True","res_state_city134","Kabupaten Blora","state_city.res_country_state11"
"state_city.res_state_city135","False","res_state_city135","Kota Semarang","state_city.res_country_state11"
"state_city.res_state_city136","False","res_state_city136","Kota Salatiga","state_city.res_country_state11"
"state_city.res_state_city137","False","res_state_city137","Kota Tegal","state_city.res_country_state11"
"state_city.res_state_city138","True","res_state_city138","Kabupaten Karanganyar","state_city.res_country_state11"
"state_city.res_state_city139","True","res_state_city139","Kabupaten Sragen","state_city.res_country_state11"
"state_city.res_state_city140","True","res_state_city140","Kabupaten Rembang","state_city.res_country_state11"
"state_city.res_state_city141","True","res_state_city141","Kabupaten Kebumen","state_city.res_country_state11"
"state_city.res_state_city142","False","res_state_city142","Kota Surakarta","state_city.res_country_state11"
"state_city.res_state_city143","True","res_state_city143","Kabupaten Purbalingga","state_city.res_country_state11"
"state_city.res_state_city144","True","res_state_city144","Kabupaten Purworejo","state_city.res_country_state11"
"state_city.res_state_city145","False","res_state_city145","Kota Pekalongan","state_city.res_country_state11"
"state_city.res_state_city146","False","res_state_city146","Kota Magelang","state_city.res_country_state11"
"state_city.res_state_city147","True","res_state_city147","Kabupaten Bangkalan","state_city.res_country_state12"
"state_city.res_state_city148","True","res_state_city148","Kabupaten Banyuwangi","state_city.res_country_state12"
"state_city.res_state_city149","False","res_state_city149","Kota Batu","state_city.res_country_state12"
"state_city.res_state_city150","False","res_state_city150","Kota Blitar","state_city.res_country_state12"
"state_city.res_state_city151","True","res_state_city151","Kabupaten Blitar","state_city.res_country_state12"
"state_city.res_state_city152","True","res_state_city152","Kabupaten Bojonegoro","state_city.res_country_state12"
"state_city.res_state_city153","True","res_state_city153","Kabupaten Bondowoso","state_city.res_country_state12"
"state_city.res_state_city154","True","res_state_city154","Kabupaten Gresik","state_city.res_country_state12"
"state_city.res_state_city155","True","res_state_city155","Kabupaten Jember","state_city.res_country_state12"
"state_city.res_state_city156","True","res_state_city156","Kabupaten Jombang","state_city.res_country_state12"
"state_city.res_state_city157","False","res_state_city157","Kota Kediri","state_city.res_country_state12"
"state_city.res_state_city158","True","res_state_city158","Kabupaten Kediri","state_city.res_country_state12"
"state_city.res_state_city159","True","res_state_city159","Kabupaten Lamongan","state_city.res_country_state12"
"state_city.res_state_city160","True","res_state_city160","Kabupaten Lumajang","state_city.res_country_state12"
"state_city.res_state_city161","False","res_state_city161","Kota Madiun","state_city.res_country_state12"
"state_city.res_state_city162","True","res_state_city162","Kabupaten Madiun","state_city.res_country_state12"
"state_city.res_state_city163","True","res_state_city163","Kabupaten Magetan","state_city.res_country_state12"
"state_city.res_state_city164","False","res_state_city164","Kota Malang","state_city.res_country_state12"
"state_city.res_state_city165","True","res_state_city165","Kabupaten Malang","state_city.res_country_state12"
"state_city.res_state_city166","False","res_state_city166","Kota Mojokerto","state_city.res_country_state12"
"state_city.res_state_city167","True","res_state_city167","Kabupaten Mojokerto","state_city.res_country_state12"
"state_city.res_state_city168","True","res_state_city168","Kabupaten Nganjuk","state_city.res_country_state12"
"state_city.res_state_city169","True","res_state_city169","Kabupaten Ngawi","state_city.res_country_state12"
"state_city.res_state_city170","True","res_state_city170","Kabupaten Pacitan","state_city.res_country_state12"
"state_city.res_state_city171","True","res_state_city171","Kabupaten Pamekasan","state_city.res_country_state12"
"state_city.res_state_city172","False","res_state_city172","Kota Pasuruan","state_city.res_country_state12"
"state_city.res_state_city173","True","res_state_city173","Kabupaten Pasuruan","state_city.res_country_state12"
"state_city.res_state_city174","True","res_state_city174","Kabupaten Ponorogo","state_city.res_country_state12"
"state_city.res_state_city175","False","res_state_city175","Kota Probolinggo","state_city.res_country_state12"
"state_city.res_state_city176","True","res_state_city176","Kabupaten Probolinggo","state_city.res_country_state12"
"state_city.res_state_city177","True","res_state_city177","Kabupaten Sampang","state_city.res_country_state12"
"state_city.res_state_city178","True","res_state_city178","Kabupaten Sidoarjo","state_city.res_country_state12"
"state_city.res_state_city179","True","res_state_city179","Kabupaten Situbondo","state_city.res_country_state12"
"state_city.res_state_city180","True","res_state_city180","Kabupaten Sumenep","state_city.res_country_state12"
"state_city.res_state_city181","False","res_state_city181","Kota Surabaya","state_city.res_country_state12"
"state_city.res_state_city182","True","res_state_city182","Kabupaten Trenggalek","state_city.res_country_state12"
"state_city.res_state_city183","True","res_state_city183","Kabupaten Tuban","state_city.res_country_state12"
"state_city.res_state_city184","True","res_state_city184","Kabupaten Tulungagung","state_city.res_country_state12"
"state_city.res_state_city185","True","res_state_city185","Kabupaten Bengkayang","state_city.res_country_state13"
"state_city.res_state_city186","True","res_state_city186","Kabupaten Kapuas Hulu","state_city.res_country_state13"
"state_city.res_state_city187","True","res_state_city187","Kabupaten Kayong Utara","state_city.res_country_state13"
"state_city.res_state_city188","True","res_state_city188","Kabupaten Ketapang","state_city.res_country_state13"
"state_city.res_state_city189","True","res_state_city189","Kabupaten Kubu Raya","state_city.res_country_state13"
"state_city.res_state_city190","True","res_state_city190","Kabupaten Landak","state_city.res_country_state13"
"state_city.res_state_city191","True","res_state_city191","Kabupaten Melawi","state_city.res_country_state13"
"state_city.res_state_city192","True","res_state_city192","Kabupaten Mempawah","state_city.res_country_state13"
"state_city.res_state_city193","False","res_state_city193","Kota Pontianak","state_city.res_country_state13"
"state_city.res_state_city194","True","res_state_city194","Kabupaten Sambas","state_city.res_country_state13"
"state_city.res_state_city195","True","res_state_city195","Kabupaten Sanggau","state_city.res_country_state13"
"state_city.res_state_city196","True","res_state_city196","Kabupaten Sekadau","state_city.res_country_state13"
"state_city.res_state_city197","False","res_state_city197","Kota Singkawang","state_city.res_country_state13"
"state_city.res_state_city198","True","res_state_city198","Kabupaten Sintang","state_city.res_country_state13"
"state_city.res_state_city199","True","res_state_city199","Kabupaten Balangan","state_city.res_country_state14"
"state_city.res_state_city200","True","res_state_city200","Kabupaten Banjar","state_city.res_country_state14"
"state_city.res_state_city201","False","res_state_city201","Kota Banjarbaru","state_city.res_country_state14"
"state_city.res_state_city202","False","res_state_city202","Kota Banjarmasin","state_city.res_country_state14"
"state_city.res_state_city203","True","res_state_city203","Kabupaten Barito Kuala","state_city.res_country_state14"
"state_city.res_state_city204","True","res_state_city204","Kabupaten Hulu Sungai Selatan","state_city.res_country_state14"
"state_city.res_state_city205","True","res_state_city205","Kabupaten Hulu Sungai Tengah","state_city.res_country_state14"
"state_city.res_state_city206","True","res_state_city206","Kabupaten Hulu Sungai Utara","state_city.res_country_state14"
"state_city.res_state_city207","True","res_state_city207","Kabupaten Kotabaru","state_city.res_country_state14"
"state_city.res_state_city208","True","res_state_city208","Kabupaten Tabalong","state_city.res_country_state14"
"state_city.res_state_city209","True","res_state_city209","Kabupaten Tanah Bumbu","state_city.res_country_state14"
"state_city.res_state_city210","True","res_state_city210","Kabupaten Tanah Laut","state_city.res_country_state14"
"state_city.res_state_city211","True","res_state_city211","Kabupaten Tapin","state_city.res_country_state14"
"state_city.res_state_city212","True","res_state_city212","Kabupaten Barito Selatan","state_city.res_country_state15"
"state_city.res_state_city213","True","res_state_city213","Kabupaten Barito Timur","state_city.res_country_state15"
"state_city.res_state_city214","True","res_state_city214","Kabupaten Barito Utara","state_city.res_country_state15"
"state_city.res_state_city215","True","res_state_city215","Kabupaten Gunung Mas","state_city.res_country_state15"
"state_city.res_state_city216","True","res_state_city216","Kabupaten Kapuas","state_city.res_country_state15"
"state_city.res_state_city217","True","res_state_city217","Kabupaten Katingan","state_city.res_country_state15"
"state_city.res_state_city218","True","res_state_city218","Kabupaten Kotawaringin Barat","state_city.res_country_state15"
"state_city.res_state_city219","True","res_state_city219","Kabupaten Kotawaringin Timur","state_city.res_country_state15"
"state_city.res_state_city220","True","res_state_city220","Kabupaten Lamandau","state_city.res_country_state15"
"state_city.res_state_city221","True","res_state_city221","Kabupaten Murung Raya","state_city.res_country_state15"
"state_city.res_state_city222","False","res_state_city222","Kota Palangkaraya","state_city.res_country_state15"
"state_city.res_state_city223","True","res_state_city223","Kabupaten Pulang Pisau","state_city.res_country_state15"
"state_city.res_state_city224","True","res_state_city224","Kabupaten Seruyan","state_city.res_country_state15"
"state_city.res_state_city225","True","res_state_city225","Kabupaten Sukamara","state_city.res_country_state15"
"state_city.res_state_city226","False","res_state_city226","Kota Balikpapan","state_city.res_country_state16"
"state_city.res_state_city227","True","res_state_city227","Kabupaten Berau","state_city.res_country_state16"
"state_city.res_state_city228","False","res_state_city228","Kota Bontang","state_city.res_country_state16"
"state_city.res_state_city229","True","res_state_city229","Kabupaten Kutai Barat","state_city.res_country_state16"
"state_city.res_state_city230","True","res_state_city230","Kabupaten Kutai Kartanegara","state_city.res_country_state16"
"state_city.res_state_city231","True","res_state_city231","Kabupaten Kutai Timur","state_city.res_country_state16"
"state_city.res_state_city232","True","res_state_city232","Kabupaten Mahakam Ulu","state_city.res_country_state16"
"state_city.res_state_city233","True","res_state_city233","Kabupaten Paser","state_city.res_country_state16"
"state_city.res_state_city234","True","res_state_city234","Kabupaten Penajam Paser Utara","state_city.res_country_state16"
"state_city.res_state_city235","False","res_state_city235","Kota Samarinda","state_city.res_country_state16"
"state_city.res_state_city236","True","res_state_city236","Kabupaten Bulungan","state_city.res_country_state17"
"state_city.res_state_city237","True","res_state_city237","Kabupaten Malinau","state_city.res_country_state17"
"state_city.res_state_city238","True","res_state_city238","Kabupaten Nunukan","state_city.res_country_state17"
"state_city.res_state_city239","True","res_state_city239","Kabupaten Tana Tidung","state_city.res_country_state17"
"state_city.res_state_city240","False","res_state_city240","Kota Tarakan","state_city.res_country_state17"
"state_city.res_state_city241","False","res_state_city241","Kota Batam","state_city.res_country_state18"
"state_city.res_state_city242","True","res_state_city242","Kabupaten Bintan","state_city.res_country_state18"
"state_city.res_state_city243","True","res_state_city243","Kabupaten Karimun","state_city.res_country_state18"
"state_city.res_state_city244","True","res_state_city244","Kabupaten Kepulauan Anambas","state_city.res_country_state18"
"state_city.res_state_city245","True","res_state_city245","Kabupaten Lingga","state_city.res_country_state18"
"state_city.res_state_city246","True","res_state_city246","Kabupaten Natuna","state_city.res_country_state18"
"state_city.res_state_city247","False","res_state_city247","Kota Tanjung Pinang","state_city.res_country_state18"
"state_city.res_state_city248","False","res_state_city248","Kota Bandar Lampung","state_city.res_country_state19"
"state_city.res_state_city249","True","res_state_city249","Kabupaten Lampung Barat","state_city.res_country_state19"
"state_city.res_state_city250","True","res_state_city250","Kabupaten Lampung Selatan","state_city.res_country_state19"
"state_city.res_state_city251","True","res_state_city251","Kabupaten Lampung Tengah","state_city.res_country_state19"
"state_city.res_state_city252","True","res_state_city252","Kabupaten Lampung Timur","state_city.res_country_state19"
"state_city.res_state_city253","True","res_state_city253","Kabupaten Lampung Utara","state_city.res_country_state19"
"state_city.res_state_city254","True","res_state_city254","Kabupaten Mesuji","state_city.res_country_state19"
"state_city.res_state_city255","False","res_state_city255","Kota Metro","state_city.res_country_state19"
"state_city.res_state_city256","True","res_state_city256","Kabupaten Pesawaran","state_city.res_country_state19"
"state_city.res_state_city257","True","res_state_city257","Kabupaten Pesisir Barat","state_city.res_country_state19"
"state_city.res_state_city258","True","res_state_city258","Kabupaten Pringsewu","state_city.res_country_state19"
"state_city.res_state_city259","True","res_state_city259","Kabupaten Tanggamus","state_city.res_country_state19"
"state_city.res_state_city260","True","res_state_city260","Kabupaten Tulang Bawang","state_city.res_country_state19"
"state_city.res_state_city261","True","res_state_city261","Kabupaten Tulang Bawang Barat","state_city.res_country_state19"
"state_city.res_state_city262","True","res_state_city262","Kabupaten Way Kanan","state_city.res_country_state19"
"state_city.res_state_city263","False","res_state_city263","Kota Ambon","state_city.res_country_state20"
"state_city.res_state_city264","True","res_state_city264","Kabupaten Buru","state_city.res_country_state20"
"state_city.res_state_city265","True","res_state_city265","Kabupaten Buru Selatan","state_city.res_country_state20"
"state_city.res_state_city266","True","res_state_city266","Kabupaten Kepulauan Aru","state_city.res_country_state20"
"state_city.res_state_city267","True","res_state_city267","Kabupaten Maluku Barat Daya","state_city.res_country_state20"
"state_city.res_state_city268","True","res_state_city268","Kabupaten Maluku Tengah","state_city.res_country_state20"
"state_city.res_state_city269","True","res_state_city269","Kabupaten Maluku Tenggara","state_city.res_country_state20"
"state_city.res_state_city270","True","res_state_city270","Kabupaten Maluku Tenggara Barat","state_city.res_country_state20"
"state_city.res_state_city271","True","res_state_city271","Kabupaten Seram Bagian Barat","state_city.res_country_state20"
"state_city.res_state_city272","True","res_state_city272","Kabupaten Seram Bagian Timur","state_city.res_country_state20"
"state_city.res_state_city273","False","res_state_city273","Kota Tual","state_city.res_country_state20"
"state_city.res_state_city274","True","res_state_city274","Kabupaten Halmahera Barat","state_city.res_country_state21"
"state_city.res_state_city275","True","res_state_city275","Kabupaten Halmahera Selatan","state_city.res_country_state21"
"state_city.res_state_city276","True","res_state_city276","Kabupaten Halmahera Tengah","state_city.res_country_state21"
"state_city.res_state_city277","True","res_state_city277","Kabupaten Halmahera Timur","state_city.res_country_state21"
"state_city.res_state_city278","True","res_state_city278","Kabupaten Halmahera Utara","state_city.res_country_state21"
"state_city.res_state_city279","True","res_state_city279","Kabupaten Kepulauan Sula","state_city.res_country_state21"
"state_city.res_state_city280","True","res_state_city280","Kabupaten Pulau Morotai","state_city.res_country_state21"
"state_city.res_state_city281","True","res_state_city281","Kabupaten Pulau Taliabu","state_city.res_country_state21"
"state_city.res_state_city282","False","res_state_city282","Kota Ternate","state_city.res_country_state21"
"state_city.res_state_city283","False","res_state_city283","Kota Tidore","state_city.res_country_state21"
"state_city.res_state_city284","False","res_state_city284","Kota Bima","state_city.res_country_state22"
"state_city.res_state_city285","True","res_state_city285","Kabupaten Bima","state_city.res_country_state22"
"state_city.res_state_city286","True","res_state_city286","Kabupaten Dompu","state_city.res_country_state22"
"state_city.res_state_city287","True","res_state_city287","Kabupaten Lombok Barat","state_city.res_country_state22"
"state_city.res_state_city288","True","res_state_city288","Kabupaten Lombok Tengah","state_city.res_country_state22"
"state_city.res_state_city289","True","res_state_city289","Kabupaten Lombok Timur","state_city.res_country_state22"
"state_city.res_state_city290","True","res_state_city290","Kabupaten Lombok Utara","state_city.res_country_state22"
"state_city.res_state_city291","False","res_state_city291","Kota Mataram","state_city.res_country_state22"
"state_city.res_state_city292","True","res_state_city292","Kabupaten Sumbawa","state_city.res_country_state22"
"state_city.res_state_city293","True","res_state_city293","Kabupaten Sumbawa Barat","state_city.res_country_state22"
"state_city.res_state_city294","True","res_state_city294","Kabupaten Alor","state_city.res_country_state23"
"state_city.res_state_city295","True","res_state_city295","Kabupaten Belu","state_city.res_country_state23"
"state_city.res_state_city296","True","res_state_city296","Kabupaten Ende","state_city.res_country_state23"
"state_city.res_state_city297","True","res_state_city297","Kabupaten Flores Timur","state_city.res_country_state23"
"state_city.res_state_city298","False","res_state_city298","Kota Kupang","state_city.res_country_state23"
"state_city.res_state_city299","True","res_state_city299","Kabupaten Kupang","state_city.res_country_state23"
"state_city.res_state_city300","True","res_state_city300","Kabupaten Lembata","state_city.res_country_state23"
"state_city.res_state_city301","True","res_state_city301","Kabupaten Malaka","state_city.res_country_state23"
"state_city.res_state_city302","True","res_state_city302","Kabupaten Manggarai","state_city.res_country_state23"
"state_city.res_state_city303","True","res_state_city303","Kabupaten Manggarai Barat","state_city.res_country_state23"
"state_city.res_state_city304","True","res_state_city304","Kabupaten Manggarai Timur","state_city.res_country_state23"
"state_city.res_state_city305","True","res_state_city305","Kabupaten Nagekeo","state_city.res_country_state23"
"state_city.res_state_city306","True","res_state_city306","Kabupaten Ngada","state_city.res_country_state23"
"state_city.res_state_city307","True","res_state_city307","Kabupaten Rote Ndao","state_city.res_country_state23"
"state_city.res_state_city308","True","res_state_city308","Kabupaten Sabu Raijua","state_city.res_country_state23"
